1778368014.458851812,272.34
1778368014.580336232,227.84
1778368014.738291232,205.26
1778368014.898351797,161.81
1778368015.070252296,146.59
1778368015.235867824,148.14
1778368015.387661348,148.25
1778368015.545656998,148.03
1778368015.696493915,147.59
1778368015.851245569,146.37
1778368016.002194710,145.13
1778368016.156090323,142.69
1778368016.315969990,142.52
1778368016.475429684,142.49
1778368016.633659871,142.45
1778368016.794791244,142.44
1778368016.957291124,137.66
1778368017.115243795,132.81
1778368017.274950701,127.98
1778368017.438959821,125.57
1778368017.592057148,120.75
1778368017.746075607,115.84
1778368017.905172179,115.73
1778368018.063745808,115.65
1778368018.216059981,115.56
1778368018.370393682,115.48
1778368018.526372414,115.43
1778368018.682575632,115.45
1778368018.841569254,115.43
1778368018.996588597,115.45
1778368019.153341783,115.44
1778368019.309277112,115.44
1778368019.464504662,115.33
1778368019.619116194,115.25
1778368019.773384834,115.19
1778368019.926927566,115.17
1778368020.124424310,115.20
1778368020.280339768,115.19
1778368020.433588010,115.28
1778368020.585101859,115.26
1778368020.744118878,115.30
1778368020.905915879,115.22
1778368021.061609824,115.15
1778368021.216941401,115.06
1778368021.379344952,115.01
1778368021.554354209,114.85
1778368021.800496874,114.87
1778368021.956044532,114.92
1778368022.109111309,114.92
1778368022.262941705,114.95
1778368022.414182050,114.92
1778368022.569103366,114.88
1778368022.723576142,114.81
1778368022.881119922,114.67
1778368023.034315135,114.59
1778368023.186147237,114.56
1778368023.340015911,114.50
1778368023.496208044,114.46
1778368023.650391176,114.44
1778368023.802501846,114.45
1778368023.957454592,114.41
1778368024.112081476,114.33
1778368024.267861958,114.32
1778368024.420370402,114.25
1778368024.574708800,114.24
1778368024.729650175,114.19
1778368024.886442834,114.10
1778368025.043546548,114.04
1778368025.199269503,114.12
1778368025.352208319,114.15
1778368025.505047588,114.19
1778368025.663204109,114.18
1778368025.812687504,114.24
1778368025.970845740,114.29
1778368026.130184399,114.33
1778368026.284987808,114.29
1778368026.440998159,114.32
1778368026.592214030,114.44
1778368026.746318298,114.51
1778368026.908475855,114.55
1778368027.062414734,114.58
1778368027.216112012,114.54
1778368027.373639139,114.51
1778368027.531947474,114.42
1778368027.688142213,114.35
1778368027.845195752,114.21
1778368028.001769145,114.09
1778368028.159717086,114.07
1778368028.314277540,114.03
1778368028.469726732,114.01
1778368028.628807277,114.10
1778368028.791223620,114.19
1778368028.950732274,114.23
1778368029.103610131,114.29
1778368029.256632679,114.36
1778368029.416336349,114.42
1778368029.572224292,114.40
1778368029.728028985,114.37
1778368029.884618599,114.41
1778368030.039076195,114.43
1778368030.190226779,114.45
1778368030.342956994,114.42
1778368030.495668904,114.37
1778368030.653782130,114.33
1778368030.808486922,114.20
1778368030.965848582,114.04
1778368031.119515266,113.96
1778368031.276627985,113.99
1778368031.436056297,113.93
1778368031.588445462,113.92
1778368031.749671748,113.89
1778368031.901967457,113.95
1778368032.054029197,113.97
1778368032.207738407,113.95
1778368032.359522220,113.98
1778368032.510923519,114.00
1778368032.665719352,114.00
1778368032.825118376,114.00
1778368032.981576523,113.97
1778368033.135928388,113.99
1778368033.288900048,113.90
1778368033.442790259,113.88
1778368033.598898538,113.77
1778368033.750415721,113.74
1778368033.907925328,113.68
1778368034.061309724,113.61
1778368034.213881720,113.55
1778368034.381612917,113.83
1778368034.551678670,114.10
1778368034.715920895,114.22
1778368034.891044039,114.50
1778368035.042870438,114.69
1778368035.197482855,114.75
1778368035.349539688,114.55
1778368035.504314152,114.51
1778368035.662493874,114.42
1778368035.827792312,114.68
1778368035.985542968,128.53
1778368036.141992422,148.89
1778368036.308137667,190.63
1778368036.468914631,232.56
1778368036.633006654,273.69
1778368036.792252218,316.25
1778368036.958806601,333.43
1778368037.121422131,348.25
1778368037.292759958,349.20
1778368037.450639357,350.33
1778368037.614828472,352.80
1778368037.783686974,352.48
1778368037.964032808,333.38
1778368038.116100062,313.99
1778368038.271454634,276.29
1778368042.008227002,238.68
